impact_id,tap_id,tap_type_id,tap_class,month,impact_type,magnitude,observed_at,est_minutes_saved
IMP000257,TAP000570,revenue_definition_change,strategic,2026-05,downstream_models_corrected,11,2026-06-01T18:52:00,390
IMP000258,TAP000572,quality_measure_criteria,strategic,2026-05,incident_avoided,3,2026-05-13T04:14:00,300
IMP000259,TAP000574,quality_measure_criteria,strategic,2026-05,downstream_models_corrected,34,2026-05-18T12:43:00,300
IMP000260,TAP000576,denial_reason_classification,tactical,2026-06,rework_avoided,1,2026-06-13T11:56:00,14
IMP000261,TAP000578,denial_reason_classification,tactical,2026-06,rework_avoided,3,2026-06-17T13:57:00,14
IMP000262,TAP000580,denial_reason_classification,tactical,2026-06,downstream_models_corrected,5,2026-06-28T15:54:00,14
IMP000263,TAP000582,denial_reason_classification,tactical,2026-06,rework_avoided,3,2026-06-28T13:23:00,14
IMP000264,TAP000585,denial_reason_classification,tactical,2026-06,downstream_models_corrected,6,2026-06-20T15:06:00,14
IMP000265,TAP000586,encounter_type_mapping,tactical,2026-06,rework_avoided,3,2026-06-24T16:09:00,26
IMP000266,TAP000587,encounter_type_mapping,tactical,2026-06,rework_avoided,1,2026-06-12T13:43:00,26
IMP000267,TAP000588,encounter_type_mapping,tactical,2026-06,rework_avoided,3,2026-06-29T15:31:00,26
IMP000268,TAP000589,encounter_type_mapping,tactical,2026-06,rework_avoided,6,2026-06-09T17:07:00,26
IMP000269,TAP000596,phi_column_classification,tactical,2026-06,rework_avoided,2,2026-06-25T05:30:00,34
IMP000270,TAP000604,phi_column_classification,tactical,2026-06,rework_avoided,1,2026-06-05T22:49:00,34
IMP000271,TAP000605,phi_column_classification,tactical,2026-06,inconsistency_prevented,2,2026-06-16T14:43:00,34
IMP000272,TAP000610,phi_column_classification,tactical,2026-06,downstream_models_corrected,2,2026-06-19T01:17:00,34
IMP000273,TAP000611,phi_column_classification,tactical,2026-06,rework_avoided,1,2026-06-03T05:15:00,34
IMP000274,TAP000613,phi_column_classification,tactical,2026-06,rework_avoided,1,2026-06-10T08:46:00,34
IMP000275,TAP000614,phi_column_classification,tactical,2026-06,rework_avoided,3,2026-06-30T14:32:00,34
IMP000276,TAP000615,phi_column_classification,tactical,2026-06,downstream_models_corrected,1,2026-06-30T12:14:00,34
IMP000277,TAP000620,phi_column_classification,tactical,2026-06,inconsistency_prevented,1,2026-06-26T01:39:00,34
IMP000278,TAP000621,phi_column_classification,tactical,2026-06,inconsistency_prevented,1,2026-06-29T00:34:00,34
IMP000279,TAP000622,phi_column_classification,tactical,2026-06,rework_avoided,1,2026-06-27T02:10:00,34
IMP000280,TAP000629,phi_column_classification,tactical,2026-06,rework_avoided,3,2026-06-21T10:26:00,34
IMP000281,TAP000631,phi_column_classification,tactical,2026-06,rework_avoided,3,2026-06-02T23:28:00,34
IMP000282,TAP000636,phi_column_classification,tactical,2026-06,rework_avoided,4,2026-06-09T08:37:00,34
IMP000283,TAP000639,phi_column_classification,tactical,2026-06,inconsistency_prevented,3,2026-06-19T00:54:00,34
IMP000284,TAP000640,phi_column_classification,tactical,2026-06,rework_avoided,2,2026-06-21T08:37:00,34
IMP000285,TAP000642,phi_column_classification,tactical,2026-06,rework_avoided,2,2026-06-24T21:17:00,34
IMP000286,TAP000644,phi_column_classification,tactical,2026-06,rework_avoided,1,2026-06-26T21:17:00,34
IMP000287,TAP000645,phi_column_classification,tactical,2026-06,rework_avoided,3,2026-06-17T18:12:00,34
IMP000288,TAP000647,phi_column_classification,tactical,2026-06,rework_avoided,4,2026-06-06T10:09:00,34
IMP000289,TAP000650,phi_column_classification,tactical,2026-06,rework_avoided,3,2026-06-21T11:24:00,34
IMP000290,TAP000651,phi_column_classification,tactical,2026-06,downstream_models_corrected,6,2026-06-19T07:50:00,34
IMP000291,TAP000652,phi_column_classification,tactical,2026-06,rework_avoided,3,2026-06-18T00:42:00,34
IMP000292,TAP000655,phi_column_classification,tactical,2026-06,rework_avoided,5,2026-06-19T03:34:00,34
IMP000293,TAP000656,phi_column_classification,tactical,2026-06,rework_avoided,1,2026-06-05T23:30:00,34
IMP000294,TAP000658,phi_column_classification,tactical,2026-06,rework_avoided,3,2026-06-21T08:55:00,34
IMP000295,TAP000659,phi_column_classification,tactical,2026-06,inconsistency_prevented,2,2026-06-02T22:05:00,34
IMP000296,TAP000662,phi_column_classification,tactical,2026-06,rework_avoided,2,2026-06-10T10:09:00,34
IMP000297,TAP000664,phi_column_classification,tactical,2026-06,rework_avoided,2,2026-06-04T03:01:00,34
IMP000298,TAP000665,phi_column_classification,tactical,2026-06,rework_avoided,1,2026-06-26T13:59:00,34
IMP000299,TAP000666,phi_column_classification,tactical,2026-06,rework_avoided,1,2026-06-25T11:40:00,34
IMP000300,TAP000671,phi_column_classification,tactical,2026-06,rework_avoided,2,2026-06-04T18:18:00,34
IMP000301,TAP000674,phi_column_classification,tactical,2026-06,rework_avoided,3,2026-06-20T07:44:00,34
IMP000302,TAP000678,phi_column_classification,tactical,2026-06,rework_avoided,2,2026-06-24T06:44:00,34
IMP000303,TAP000681,phi_column_classification,tactical,2026-06,inconsistency_prevented,3,2026-06-15T23:05:00,34
IMP000304,TAP000685,phi_column_classification,tactical,2026-06,rework_avoided,4,2026-06-13T17:01:00,34
IMP000305,TAP000687,phi_column_classification,tactical,2026-06,rework_avoided,1,2026-06-09T20:05:00,34
IMP000306,TAP000689,phi_column_classification,tactical,2026-06,rework_avoided,1,2026-06-16T22:50:00,34
IMP000307,TAP000691,phi_column_classification,tactical,2026-06,rework_avoided,4,2026-06-07T19:18:00,34
IMP000308,TAP000695,phi_column_classification,tactical,2026-06,rework_avoided,2,2026-06-22T23:28:00,34
IMP000309,TAP000700,phi_column_classification,tactical,2026-06,rework_avoided,3,2026-06-21T10:49:00,34
IMP000310,TAP000702,phi_column_classification,tactical,2026-06,rework_avoided,1,2026-06-23T20:56:00,34
IMP000311,TAP000703,phi_column_classification,tactical,2026-06,rework_avoided,6,2026-06-06T04:05:00,34
IMP000312,TAP000704,phi_column_classification,tactical,2026-06,rework_avoided,5,2026-06-08T01:21:00,34
IMP000313,TAP000707,phi_column_classification,tactical,2026-06,rework_avoided,3,2026-06-12T14:45:00,34
IMP000314,TAP000709,phi_column_classification,tactical,2026-06,rework_avoided,2,2026-06-12T15:57:00,34
IMP000315,TAP000711,phi_column_classification,tactical,2026-06,rework_avoided,6,2026-06-03T00:08:00,34
IMP000316,TAP000712,phi_column_classification,tactical,2026-06,rework_avoided,2,2026-06-12T02:57:00,34
IMP000317,TAP000715,phi_column_classification,tactical,2026-06,rework_avoided,3,2026-06-06T15:20:00,34
IMP000318,TAP000717,phi_column_classification,tactical,2026-06,rework_avoided,2,2026-06-11T10:58:00,34
IMP000319,TAP000720,phi_column_classification,tactical,2026-06,rework_avoided,2,2026-06-04T22:04:00,34
IMP000320,TAP000722,phi_column_classification,tactical,2026-06,inconsistency_prevented,2,2026-06-30T02:41:00,34
IMP000321,TAP000725,phi_column_classification,tactical,2026-06,inconsistency_prevented,1,2026-06-08T03:20:00,34
IMP000322,TAP000727,phi_column_classification,tactical,2026-06,downstream_models_corrected,3,2026-06-22T04:03:00,34
IMP000323,TAP000731,phi_column_classification,tactical,2026-06,rework_avoided,1,2026-06-08T22:22:00,34
IMP000324,TAP000733,phi_column_classification,tactical,2026-06,rework_avoided,1,2026-06-08T19:44:00,34
IMP000325,TAP000734,phi_column_classification,tactical,2026-06,rework_avoided,4,2026-06-14T14:36:00,34
IMP000326,TAP000735,phi_column_classification,tactical,2026-06,rework_avoided,1,2026-06-06T08:07:00,34
IMP000327,TAP000737,phi_column_classification,tactical,2026-06,rework_avoided,6,2026-06-21T07:04:00,34
IMP000328,TAP000738,phi_column_classification,tactical,2026-06,rework_avoided,3,2026-06-26T21:50:00,34
IMP000329,TAP000739,phi_column_classification,tactical,2026-06,rework_avoided,1,2026-06-20T06:03:00,34
IMP000330,TAP000741,phi_column_classification,tactical,2026-06,rework_avoided,1,2026-06-22T21:01:00,34
IMP000331,TAP000742,phi_column_classification,tactical,2026-06,rework_avoided,3,2026-06-12T16:54:00,34
IMP000332,TAP000743,phi_column_classification,tactical,2026-06,rework_avoided,1,2026-06-28T23:32:00,34
IMP000333,TAP000745,phi_column_classification,tactical,2026-06,rework_avoided,1,2026-06-24T09:28:00,34
IMP000334,TAP000748,phi_column_classification,tactical,2026-06,rework_avoided,1,2026-06-03T09:55:00,34
IMP000335,TAP000749,phi_column_classification,tactical,2026-06,rework_avoided,4,2026-06-27T07:19:00,34
IMP000336,TAP000752,phi_column_classification,tactical,2026-06,rework_avoided,4,2026-06-21T11:19:00,34
IMP000337,TAP000753,phi_column_classification,tactical,2026-06,rework_avoided,2,2026-06-25T00:17:00,34
IMP000338,TAP000754,phi_column_classification,tactical,2026-06,rework_avoided,2,2026-06-18T10:47:00,34
IMP000339,TAP000755,phi_column_classification,tactical,2026-06,inconsistency_prevented,1,2026-06-26T05:17:00,34
IMP000340,TAP000757,phi_column_classification,tactical,2026-06,rework_avoided,1,2026-06-04T07:41:00,34
IMP000341,TAP000759,phi_column_classification,tactical,2026-06,rework_avoided,6,2026-06-07T18:50:00,34
IMP000342,TAP000761,phi_column_classification,tactical,2026-06,rework_avoided,1,2026-06-16T05:00:00,34
IMP000343,TAP000762,phi_column_classification,tactical,2026-06,rework_avoided,4,2026-06-25T22:14:00,34
IMP000344,TAP000763,phi_column_classification,tactical,2026-06,rework_avoided,3,2026-06-10T17:49:00,34
IMP000345,TAP000766,revenue_definition_change,strategic,2026-06,downstream_models_corrected,6,2026-06-29T19:47:00,390
IMP000346,TAP000767,revenue_definition_change,strategic,2026-06,downstream_models_corrected,11,2026-06-14T12:59:00,390
IMP000347,TAP000768,revenue_definition_change,strategic,2026-06,inconsistency_prevented,31,2026-06-08T12:00:00,390
IMP000348,TAP000770,revenue_definition_change,strategic,2026-06,inconsistency_prevented,4,2026-06-25T02:28:00,390
IMP000349,TAP000773,quality_measure_criteria,strategic,2026-06,downstream_models_corrected,19,2026-06-30T15:48:00,300
IMP000350,TAP000775,source_freshness_ownership,tactical,2026-06,rework_avoided,3,2026-06-01T14:42:00,48
IMP000351,TAP000778,source_freshness_ownership,tactical,2026-06,downstream_models_corrected,1,2026-06-10T04:08:00,48
IMP000352,TAP000779,source_freshness_ownership,tactical,2026-06,inconsistency_prevented,1,2026-06-17T20:18:00,48
IMP000353,TAP000784,metric_deprecation,strategic,2026-06,downstream_models_corrected,31,2026-06-22T00:40:00,95
IMP000354,TAP000785,metric_deprecation,strategic,2026-06,inconsistency_prevented,6,2026-06-26T01:14:00,95
IMP000355,TAP000788,metric_deprecation,strategic,2026-06,inconsistency_prevented,4,2026-06-22T10:14:00,95
IMP000356,TAP000789,metric_deprecation,strategic,2026-06,incident_avoided,8,2026-06-08T09:16:00,95
IMP000357,TAP000790,metric_deprecation,strategic,2026-06,inconsistency_prevented,4,2026-06-15T19:13:00,95
IMP000358,TAP000792,metric_deprecation,strategic,2026-06,inconsistency_prevented,4,2026-06-17T02:27:00,95
IMP000359,TAP000793,denial_reason_classification,tactical,2026-07,rework_avoided,4,2026-07-02T13:27:00,14
IMP000360,TAP000794,denial_reason_classification,tactical,2026-07,inconsistency_prevented,2,2026-07-12T14:22:00,14
IMP000361,TAP000796,denial_reason_classification,tactical,2026-07,rework_avoided,2,2026-07-05T17:52:00,14
IMP000362,TAP000798,denial_reason_classification,tactical,2026-07,rework_avoided,1,2026-07-25T12:23:00,14
IMP000363,TAP000799,denial_reason_classification,tactical,2026-07,rework_avoided,1,2026-07-07T11:36:00,14
IMP000364,TAP000802,encounter_type_mapping,tactical,2026-07,inconsistency_prevented,1,2026-07-30T15:18:00,26
IMP000365,TAP000803,encounter_type_mapping,tactical,2026-07,rework_avoided,2,2026-07-27T09:14:00,26
IMP000366,TAP000804,phi_column_classification,tactical,2026-07,rework_avoided,5,2026-07-30T14:49:00,34
IMP000367,TAP000805,phi_column_classification,tactical,2026-07,inconsistency_prevented,1,2026-07-31T19:35:00,34
IMP000368,TAP000806,phi_column_classification,tactical,2026-07,rework_avoided,2,2026-07-10T00:52:00,34
IMP000369,TAP000809,phi_column_classification,tactical,2026-07,rework_avoided,1,2026-07-12T05:36:00,34
IMP000370,TAP000812,phi_column_classification,tactical,2026-07,downstream_models_corrected,4,2026-07-28T17:40:00,34
IMP000371,TAP000813,phi_column_classification,tactical,2026-07,rework_avoided,3,2026-07-22T13:24:00,34
IMP000372,TAP000817,phi_column_classification,tactical,2026-07,rework_avoided,5,2026-07-11T07:05:00,34
IMP000373,TAP000818,phi_column_classification,tactical,2026-07,rework_avoided,1,2026-07-22T12:56:00,34
IMP000374,TAP000819,phi_column_classification,tactical,2026-07,rework_avoided,4,2026-07-19T19:09:00,34
IMP000375,TAP000822,phi_column_classification,tactical,2026-07,rework_avoided,4,2026-07-03T11:59:00,34
IMP000376,TAP000823,phi_column_classification,tactical,2026-07,inconsistency_prevented,5,2026-07-22T00:53:00,34
IMP000377,TAP000827,phi_column_classification,tactical,2026-07,rework_avoided,1,2026-07-04T01:54:00,34
IMP000378,TAP000832,phi_column_classification,tactical,2026-07,inconsistency_prevented,4,2026-07-26T09:57:00,34
IMP000379,TAP000833,phi_column_classification,tactical,2026-07,rework_avoided,3,2026-07-15T02:08:00,34
IMP000380,TAP000836,phi_column_classification,tactical,2026-07,rework_avoided,3,2026-07-28T09:14:00,34
IMP000381,TAP000840,phi_column_classification,tactical,2026-07,rework_avoided,3,2026-07-10T22:35:00,34
IMP000382,TAP000843,phi_column_classification,tactical,2026-07,downstream_models_corrected,5,2026-07-17T05:53:00,34
IMP000383,TAP000848,phi_column_classification,tactical,2026-07,rework_avoided,2,2026-07-31T19:07:00,34
IMP000384,TAP000861,phi_column_classification,tactical,2026-07,rework_avoided,4,2026-07-10T08:29:00,34
IMP000385,TAP000862,phi_column_classification,tactical,2026-07,rework_avoided,1,2026-07-13T05:22:00,34
IMP000386,TAP000868,phi_column_classification,tactical,2026-07,rework_avoided,2,2026-07-13T06:31:00,34
IMP000387,TAP000869,phi_column_classification,tactical,2026-07,inconsistency_prevented,3,2026-07-11T22:54:00,34
IMP000388,TAP000870,phi_column_classification,tactical,2026-07,rework_avoided,2,2026-07-08T09:54:00,34
IMP000389,TAP000871,phi_column_classification,tactical,2026-07,rework_avoided,3,2026-07-24T05:17:00,34
IMP000390,TAP000873,phi_column_classification,tactical,2026-07,rework_avoided,5,2026-07-07T22:16:00,34
IMP000391,TAP000875,phi_column_classification,tactical,2026-07,rework_avoided,3,2026-07-15T01:34:00,34
IMP000392,TAP000877,phi_column_classification,tactical,2026-07,inconsistency_prevented,6,2026-07-08T10:50:00,34
IMP000393,TAP000879,phi_column_classification,tactical,2026-07,inconsistency_prevented,6,2026-07-18T09:18:00,34
IMP000394,TAP000880,phi_column_classification,tactical,2026-07,rework_avoided,3,2026-07-24T14:57:00,34
IMP000395,TAP000891,phi_column_classification,tactical,2026-07,rework_avoided,3,2026-07-17T21:53:00,34
IMP000396,TAP000896,phi_column_classification,tactical,2026-07,inconsistency_prevented,5,2026-07-29T12:54:00,34
IMP000397,TAP000897,phi_column_classification,tactical,2026-07,rework_avoided,3,2026-07-04T03:05:00,34
IMP000398,TAP000899,phi_column_classification,tactical,2026-07,rework_avoided,2,2026-07-21T23:31:00,34
IMP000399,TAP000902,phi_column_classification,tactical,2026-07,rework_avoided,2,2026-07-15T08:51:00,34
IMP000400,TAP000903,phi_column_classification,tactical,2026-07,downstream_models_corrected,2,2026-07-11T15:24:00,34
IMP000401,TAP000904,phi_column_classification,tactical,2026-07,rework_avoided,1,2026-07-25T21:13:00,34
IMP000402,TAP000908,phi_column_classification,tactical,2026-07,rework_avoided,1,2026-07-11T22:21:00,34
IMP000403,TAP000910,phi_column_classification,tactical,2026-07,rework_avoided,1,2026-07-31T05:40:00,34
IMP000404,TAP000912,phi_column_classification,tactical,2026-07,inconsistency_prevented,3,2026-07-15T14:31:00,34
IMP000405,TAP000914,phi_column_classification,tactical,2026-07,rework_avoided,1,2026-07-16T20:10:00,34
IMP000406,TAP000916,phi_column_classification,tactical,2026-07,rework_avoided,6,2026-07-13T18:04:00,34
IMP000407,TAP000917,phi_column_classification,tactical,2026-07,downstream_models_corrected,1,2026-07-15T09:34:00,34
IMP000408,TAP000918,phi_column_classification,tactical,2026-07,rework_avoided,4,2026-07-20T12:42:00,34
IMP000409,TAP000920,phi_column_classification,tactical,2026-07,rework_avoided,3,2026-07-04T01:09:00,34
IMP000410,TAP000922,phi_column_classification,tactical,2026-07,rework_avoided,3,2026-07-02T11:43:00,34
IMP000411,TAP000923,phi_column_classification,tactical,2026-07,rework_avoided,1,2026-07-28T20:19:00,34
IMP000412,TAP000925,phi_column_classification,tactical,2026-07,rework_avoided,1,2026-07-09T03:06:00,34
IMP000413,TAP000927,phi_column_classification,tactical,2026-07,rework_avoided,3,2026-07-27T14:30:00,34
IMP000414,TAP000928,phi_column_classification,tactical,2026-07,inconsistency_prevented,4,2026-07-13T00:09:00,34
IMP000415,TAP000930,phi_column_classification,tactical,2026-07,rework_avoided,5,2026-07-02T23:31:00,34
IMP000416,TAP000934,phi_column_classification,tactical,2026-07,inconsistency_prevented,4,2026-07-31T08:35:00,34
IMP000417,TAP000936,phi_column_classification,tactical,2026-07,rework_avoided,1,2026-07-13T16:56:00,34
IMP000418,TAP000937,phi_column_classification,tactical,2026-07,rework_avoided,5,2026-07-25T19:08:00,34
IMP000419,TAP000940,phi_column_classification,tactical,2026-07,rework_avoided,1,2026-07-02T20:52:00,34
IMP000420,TAP000943,phi_column_classification,tactical,2026-07,rework_avoided,4,2026-07-18T10:04:00,34
IMP000421,TAP000944,phi_column_classification,tactical,2026-07,rework_avoided,3,2026-07-03T00:46:00,34
IMP000422,TAP000947,phi_column_classification,tactical,2026-07,rework_avoided,3,2026-07-16T05:56:00,34
IMP000423,TAP000950,phi_column_classification,tactical,2026-07,rework_avoided,2,2026-07-17T15:51:00,34
IMP000424,TAP000951,phi_column_classification,tactical,2026-07,rework_avoided,5,2026-07-28T16:08:00,34
IMP000425,TAP000955,phi_column_classification,tactical,2026-07,inconsistency_prevented,5,2026-07-15T15:21:00,34
IMP000426,TAP000960,phi_column_classification,tactical,2026-07,rework_avoided,5,2026-07-09T21:32:00,34
IMP000427,TAP000963,phi_column_classification,tactical,2026-07,inconsistency_prevented,1,2026-07-09T00:36:00,34
IMP000428,TAP000966,phi_column_classification,tactical,2026-07,rework_avoided,3,2026-07-11T20:41:00,34
IMP000429,TAP000967,phi_column_classification,tactical,2026-07,inconsistency_prevented,4,2026-07-17T01:59:00,34
IMP000430,TAP000968,phi_column_classification,tactical,2026-07,inconsistency_prevented,2,2026-07-20T19:03:00,34
IMP000431,TAP000974,phi_column_classification,tactical,2026-07,rework_avoided,3,2026-07-27T08:31:00,34
IMP000432,TAP000976,phi_column_classification,tactical,2026-07,inconsistency_prevented,1,2026-07-18T00:08:00,34
IMP000433,TAP000981,phi_column_classification,tactical,2026-07,rework_avoided,4,2026-07-10T21:17:00,34
IMP000434,TAP000982,phi_column_classification,tactical,2026-07,rework_avoided,6,2026-07-19T14:23:00,34
IMP000435,TAP000984,phi_column_classification,tactical,2026-07,rework_avoided,5,2026-07-23T15:32:00,34
IMP000436,TAP000985,phi_column_classification,tactical,2026-07,inconsistency_prevented,1,2026-07-08T06:53:00,34
IMP000437,TAP000986,revenue_definition_change,strategic,2026-07,inconsistency_prevented,1,2026-07-10T13:13:00,390
IMP000438,TAP000987,revenue_definition_change,strategic,2026-07,inconsistency_prevented,6,2026-07-14T05:43:00,390
IMP000439,TAP000988,revenue_definition_change,strategic,2026-07,inconsistency_prevented,25,2026-07-09T14:20:00,390
IMP000440,TAP000989,revenue_definition_change,strategic,2026-07,downstream_models_corrected,11,2026-07-15T06:28:00,390
IMP000441,TAP000990,revenue_definition_change,strategic,2026-07,inconsistency_prevented,1,2026-07-25T05:06:00,390
IMP000442,TAP000991,revenue_definition_change,strategic,2026-07,incident_avoided,2,2026-07-15T01:22:00,390
IMP000443,TAP000995,source_freshness_ownership,tactical,2026-07,inconsistency_prevented,3,2026-08-01T02:32:00,48
IMP000444,TAP000996,source_freshness_ownership,tactical,2026-07,rework_avoided,1,2026-07-30T03:16:00,48
IMP000445,TAP000999,metric_deprecation,strategic,2026-07,inconsistency_prevented,4,2026-07-17T06:28:00,95
IMP000446,TAP001000,metric_deprecation,strategic,2026-07,downstream_models_corrected,1,2026-07-23T17:21:00,95
IMP000447,TAP001001,metric_deprecation,strategic,2026-07,downstream_models_corrected,4,2026-07-27T23:36:00,95
IMP000448,TAP001002,metric_deprecation,strategic,2026-07,inconsistency_prevented,2,2026-07-21T06:49:00,95
IMP000449,TAP001003,denial_reason_classification,tactical,2026-08,rework_avoided,2,2026-08-02T17:39:00,14
IMP000450,TAP001005,phi_column_classification,tactical,2026-08,rework_avoided,2,2026-08-04T08:39:00,34
IMP000451,TAP001006,phi_column_classification,tactical,2026-08,rework_avoided,1,2026-08-04T13:44:00,34
IMP000452,TAP001007,phi_column_classification,tactical,2026-08,rework_avoided,1,2026-08-04T19:50:00,34
IMP000453,TAP001010,phi_column_classification,tactical,2026-08,rework_avoided,1,2026-08-03T02:08:00,34
IMP000454,TAP001013,phi_column_classification,tactical,2026-08,inconsistency_prevented,4,2026-08-04T14:30:00,34
IMP000455,TAP001014,phi_column_classification,tactical,2026-08,rework_avoided,1,2026-08-04T15:07:00,34
IMP000456,TAP001016,phi_column_classification,tactical,2026-08,rework_avoided,6,2026-08-04T04:07:00,34
IMP000457,TAP001017,phi_column_classification,tactical,2026-08,rework_avoided,3,2026-08-02T15:33:00,34
IMP000458,TAP001018,phi_column_classification,tactical,2026-08,rework_avoided,1,2026-08-03T04:56:00,34
IMP000459,TAP001019,phi_column_classification,tactical,2026-08,downstream_models_corrected,1,2026-08-01T15:15:00,34
IMP000460,TAP001021,phi_column_classification,tactical,2026-08,rework_avoided,1,2026-08-03T22:13:00,34
IMP000461,TAP001022,phi_column_classification,tactical,2026-08,rework_avoided,1,2026-08-04T15:13:00,34
IMP000462,TAP001024,phi_column_classification,tactical,2026-08,inconsistency_prevented,2,2026-08-02T21:40:00,34
IMP000463,TAP001029,metric_deprecation,strategic,2026-08,downstream_models_corrected,1,2026-08-03T04:08:00,95
